URL;Tags
https://www.bensound.com/royalty-free-music/track/ukulele;['ukulele', 'happy', 'funny', 'advertising', 'upbeat', 'kid', 'kids', 'positive', 'chidren', 'joy', 'fun', 'acoustic', 'light', 'gentle']
https://www.bensound.com/royalty-free-music/track/creative-minds;['corporate', 'motivation', 'background', 'presentation', 'motivational', 'uplifting', 'success', 'advertising', 'guitar', 'piano', 'palm mute', 'business', 'commercial', 'inspirational', 'serious', 'optimistic', 'positive', 'innovate', 'creative', 'innovation', 'modern', 'science', 'technology']
https://www.bensound.com/royalty-free-music/track/a-new-beginning;['rock', 'uplifting', 'success', 'positive', 'hope', 'hopeful', 'optimistic', 'motivation', 'invincible', 'corporate', 'electric', 'guitar', 'epic', 'energy', 'energetic', 'emotional', 'confidence', 'business', 'piano']
https://www.bensound.com/royalty-free-music/track/little-idea;['kid', 'kids', 'corporate', 'bouncy', 'happy', 'upbeat', 'piano', 'delight', 'light', 'funny', 'fun', 'positive', 'game', 'video', 'product', 'presentation', 'commercial', 'ad', 'motivation', 'joy', 'cute', 'bright', 'bouncy']
https://www.bensound.com/royalty-free-music/track/jazzy-frenchy;['jazz', 'jazzy', 'acoustic', 'old', 'light', 'retro', 'swing', 'upbeat', 'vibes', 'vibraphone', 'accordion', 'django', 'paris', 'france', 'french', 'gypsy', 'contrabass', 'guitar', 'brushes', 'comedy', 'happy', 'fun', 'claps', 'clapping']
https://www.bensound.com/royalty-free-music/track/happy-rock;['rock', 'happy', 'catchy', 'energetic', 'corporate', 'cool', 'upbeat', 'winner', 'winning', 'positive', 'extreme', 'sport', 'fun', 'motivation', 'action', 'speed', 'fast', 'joy', 'electric', 'guitar', 'distorded', 'uplifting', 'claps', 'clapping', 'hand', 'advertising', 'commercial']
https://www.bensound.com/royalty-free-music/track/hey-happy-cheerful;['happy', 'positive', 'kid', 'kids', 'children', 'upbeat', 'joy', 'fun', 'fast', 'acoustic', 'guitar', 'folk', 'bright', 'uplifting', 'joy', 'joyful', 'cheerful', 'playful', 'optimistic', 'catchy', 'advertising', 'hey', 'claps', 'pop', 'positive', 'smile']
https://www.bensound.com/royalty-free-music/track/cute;['ukulele', 'acoustic', 'soft', 'positive', 'kids', 'children', 'child', 'baby', 'babies', 'cute', 'joy', 'sweet', 'nice', 'mellow']
https://www.bensound.com/royalty-free-music/track/memories;['gentle', 'cinematic', 'soft', 'bright', 'positive', 'film', 'movie', 'documentary', 'emotional', 'travel', 'light', 'dreamy', 'slideshow', 'youtube', 'photography', 'video', 'romantic', 'poetic']
https://www.bensound.com/royalty-free-music/track/going-higher;['success', 'victory', 'uplifting', 'achievenment', 'epic', 'triumph', 'sport', 'marimba', 'guitar', 'extreme', 'climax', 'delay', 'electric', 'rock', 'invincible']
https://www.bensound.com/royalty-free-music/track/acoustic-breeze;['nature', 'simple', 'light', 'happy', 'dreamy', 'dream', 'optimistic', 'inspirational', 'hopeful', 'positive', 'cheerful', 'bright', 'sun', 'summer', 'warm', 'sweet', 'soft', 'romantic', 'slideshow', 'photo', 'album', 'wedding', 'sentimental', 'peaceful', 'gentle', 'cello', 'guitar', 'folk', 'acoustic']
https://www.bensound.com/royalty-free-music/track/buddy;"['cute', 'light', 'happy', 'fun', 'kids', ""children's"", 'joy', 'advertising', 'corporate', 'motivation', 'fresh', 'positive', 'claps', 'clapping', 'glockenspiek', 'bells', 'acoustic', 'pian', 'ukulele', 'presentation', 'commercial', 'ad', 'funny', 'cartoon', 'catchy', 'bouncy', 'animation']"
https://www.bensound.com/royalty-free-music/track/dubstep;['dubstep', 'electronica', 'cars', 'sport', 'energy', 'energetic', 'wobble', 'powerful', 'hi', 'tech', 'extreme', 'agressive', 'action', 'modern', 'speed', 'trailer', 'game', 'video']
https://www.bensound.com/royalty-free-music/track/better-days;['calm', 'ambient', 'electric guitar', 'landscape', 'ocean', 'dramatic', 'nature', 'spiritual', 'travel', 'meditation', 'sad', 'slow', 'soundtrack', 'pad', 'melancholic']
https://www.bensound.com/royalty-free-music/track/sunny;['gentle', 'acoustic', 'kids', 'children', 'family', 'happy', 'positive', 'upbeat', 'folk', 'summer', 'funny', 'soft', 'bright', 'joyful', 'cheerful', 'pleasant', 'smiling']
https://www.bensound.com/royalty-free-music/track/energy;['energetic', 'upbeat', 'corporate', 'motivation', 'success', 'confidence', 'presentation', 'business', 'rock', 'electric', 'guitar', 'motivational', 'youtube', 'video', 'commercial', 'advertising', 'professional', 'serious']
https://www.bensound.com/royalty-free-music/track/epic;['epic', 'power', 'war', 'triumphant', 'trailer', 'intense', 'impact', 'dark', 'hollywood', 'heroic', 'fight', 'battle', 'action', 'adventure', 'soundtrack', 'score', 'cinema']
https://www.bensound.com/royalty-free-music/track/tenderness;['calm', 'tender', 'sweet', 'kind', 'family', 'tenderness', 'peaceful', 'kindness', 'love', 'romantic', 'couple', 'wedding', 'slideshow', 'peace', 'hope', 'guitar', 'folk', 'acoustic', 'realxing', 'piano', 'travel', 'baby', 'care']
https://www.bensound.com/royalty-free-music/track/freedom-whistling-folk;['whistle', 'whistling', 'guitars', 'mandolin', 'ukulele', 'folk', 'acoustic', 'vocals', 'uplifting', 'happy', 'positive', 'bright', 'exciting', 'hey', 'indie', 'box', 'cool', 'indie', 'rock', 'pop', 'summer', 'feel good', 'adventure', 'travel', 'discovery', 'warm', 'hopeful', 'freedom', 'trip', 'optimistic']
https://www.bensound.com/royalty-free-music/track/funny-song;['banjo', 'xylophone', 'fun', 'hip', 'hop', 'humorous', 'happy', 'fun', 'funny', 'child', 'kid', 'childish', 'children', 'cartoon', 'country', 'bells', 'cool']
https://www.bensound.com/royalty-free-music/track/once-again;['piano', 'poetic', 'guitar', 'emotional', 'sad', 'hopeful', 'beautiful', 'romantic', 'soft', 'inspirational', 'sad', 'warm', 'intense', 'travel', 'slideshow', 'commercial', 'video', 'youtube', 'album', 'photo', 'wedding', 'couple']
https://www.bensound.com/royalty-free-music/track/tomorrow;['lonely', 'sad', 'electric', 'guitar', 'solo', 'minimalist', 'slow', 'dramatic', 'quiet', 'film', 'soundtrack', 'cinematic', 'moving']
https://www.bensound.com/royalty-free-music/track/beach-party-energetic-dance-club;['happy', 'positive', 'edm', 'house', 'dance', 'electronic', 'future', 'chill', 'summer', 'fun', 'youth', 'modern', 'club', 'dancing', 'beach', 'sun', 'bright', 'sunny', 'carefree', 'feel good', 'adventure', 'discovery', 'travel', 'nature', 'energetic', 'exciting', 'sport', 'race', 'car', 'vlog', 'advertising', 'commercial', 'ad', 'fitness', 'fashion', 'beauty', 'explainer', 'tutorial', 'luxury', 'anton vlasov']
https://www.bensound.com/royalty-free-music/track/all-around-us;['cinematic', 'ambient', 'atmospheric', 'contemplative', 'soundscape', 'airy', 'introspective', 'nature', 'travel', 'soothing', 'film', 'movie', 'piano', 'electronic', 'electro', 'synth', 'pad', 'slow', 'timelapse', 'dan phillipson', 'calm', 'peaceful', 'inspirational']
https://www.bensound.com/royalty-free-music/track/clear-day;['fun', 'successful', 'upbeat', 'motivation', 'serious', 'rock', 'positive', 'piano', 'happy', 'funny', 'kids']
https://www.bensound.com/royalty-free-music/track/a-better-world-inspiration;['motivation', 'pop', 'corporate', 'electric', 'guitar', 'delay', 'uplifting', 'success', 'positive', 'bright', 'hopeful', 'inspiration', 'inspirational', 'adventure', 'discovery', 'travel', 'nature', 'vlog', 'slideshow', 'advertising', 'business', 'science', 'technology', 'nature', 'summer', 'happy', 'fun', 'modern', 'feel good', 'driving', 'energetic', 'achievement', 'indie box', 'samples', 'vocal']
https://www.bensound.com/royalty-free-music/track/moose;['electronica', 'house', 'french', 'video', 'cool', 'modern', 'fresh', 'promotional', 'commercial', 'ad', 'fast', 'speed', 'sport', 'cutting', 'edge', 'synth', 'synthetic']
https://www.bensound.com/royalty-free-music/track/adventure;['travel', 'nature', 'discovery', 'film', 'adventure', 'movie', 'journey', 'bright', 'optimistic', 'orchestral', 'orchestra', 'documentary', 'emotional', 'dreamy', 'light', 'summer', 'gentle', 'cinematic', 'sentimental', 'inspiring', 'strings', 'timpani', 'marimba']
https://www.bensound.com/royalty-free-music/track/the-lounge;['lounge', 'chillout', 'relax', 'warm', 'soft', 'smooth', 'slow', 'jazz', 'elevtor', 'muzak', 'easy', 'listening', 'cosy', 'fancy', 'glamour', 'classy', 'backgroun', 'music', 'website', 'design', 'decoration', 'relaxed']
https://www.bensound.com/royalty-free-music/track/sweet;['acoustic', 'pop', 'folk', 'guitar', 'calm', 'wedding', 'warm', 'sweet', 'soft', 'gentle', 'peaceful', 'peace', 'sentimental', 'emotional', 'calm', 'slideshow', 'photo', 'album']
https://www.bensound.com/royalty-free-music/track/evolution-epic-nature;['epic', 'orchestral', 'strings', 'nature', 'trailer', 'movie', 'cinematic', 'inspiring', 'action', 'brass', 'drums', 'film', 'dramatic', 'hollywood', 'inspiration', 'inspirational', 'woodwinds', 'power', 'powerful', 'adventure', 'hero', 'heroic', 'score', 'game', 'video game', 'soundtrack']
https://www.bensound.com/royalty-free-music/track/inspire;['success', 'corporate', 'energy', 'presentation', 'rock', 'motivation', 'piano', 'guitar', 'delay', 'strings', 'uplifting', 'confident', 'positive', 'serious', 'business', 'hope', 'pop', 'trust', 'advertising', 'ad']
https://www.bensound.com/royalty-free-music/track/retro-soul;['retro', 'soul', 'blues', 'funky', 'piano', 'organ', 'advertising', 'product', 'presentation', 'commercial', 'motivation', 'corporate', 'old', 'vintage']
https://www.bensound.com/royalty-free-music/track/love;['jazz', 'ballad', 'piano', 'romantic', 'photo', 'album', 'wedding', 'slideshow', 'sad', 'calm', 'serenity', 'soft', 'bar', 'cocktail', 'poetic', 'poetry', 'tenderness', 'tender', 'love', 'romantic', 'romantism', 'slow', 'couple']
https://www.bensound.com/royalty-free-music/track/straight;['lounge', 'neutral', 'business', 'corporate', 'presentation', 'serious', 'confident', 'chill', 'confort']
https://www.bensound.com/royalty-free-music/track/grand-canyon-epic-orchestral;['cinematic', 'epic', 'orchestra', 'adventure', 'orchestral', 'big', 'grand', 'impact', 'trailer', 'movie', 'film', 'video game', 'opener', 'intro', 'action', 'heroic', 'hero', 'fantasy', 'dramatic', 'score', 'hollywood', 'edrecords', 'emotional']
https://www.bensound.com/royalty-free-music/track/perception;['piano', 'corporate', 'motivation', 'presentation', 'background music', 'advertising', 'business', 'positive', 'inspiration', 'inspirational', 'inspiring', 'success']
https://www.bensound.com/royalty-free-music/track/the-jazz-piano;['jazz', 'trio', 'contrabass', 'upright', 'bass', 'trio', 'relax', 'piano', 'lounge', 'cool', 'jazzy', 'tuxedo', 'hotel', 'classy', 'elegent', 'fancy', 'bar']
https://www.bensound.com/royalty-free-music/track/jazz-comedy;['comedy', 'funny', 'humor', 'farce', 'joke', 'stupid', 'burlesque', 'magic', 'jazz', 'vibes', 'vibraphone', 'light', 'easy', 'listening', 'show', 'guitar', 'quartet']
https://www.bensound.com/royalty-free-music/track/piano-moment;['piano', 'solo', 'ballad', 'sweet', 'tender', 'apple', 'ad', 'commercial', 'minimalist', 'sad', 'soft', 'silence', 'warm', 'slow', 'intimate', 'romantic', 'love', 'wedding', 'gentle', 'moving', 'inspiration', 'hope', 'dream', 'sentimental', 'contemplative', 'beautiful', 'peaceful', 'peace', 'slow']
https://www.bensound.com/royalty-free-music/track/rumble;['rock', 'british', 'brit', 'dark', 'drum', 'intro', 'england', 'power', 'intensity', 'intense']
https://www.bensound.com/royalty-free-music/track/dance;['dance', 'house', 'electronica', 'fast', 'energetic', 'energy', 'techno', 'electric', 'guitar']
https://www.bensound.com/royalty-free-music/track/clap-and-yell;['pop', 'claps', 'yell', 'hey', 'kids', 'choir', 'energy', 'energetic', 'upbeat', 'electric', 'guitar', 'clapping', 'corporate', 'uplifting', 'commercial', 'advertising', 'positive', 'cool', 'modern', 'bright', 'fun', 'vocals', 'samples', 'joy', 'joyful', 'happy', 'gospel']
https://www.bensound.com/royalty-free-music/track/relaxing;['relaxation', 'massage', 'meditation', 'soundscape', 'ambient', 'spiritual', 'chill', 'relax', 'zen', 'newage', 'calm', 'yoga']
https://www.bensound.com/royalty-free-music/track/beyond-the-line;['rock', 'guitar', 'power', 'epic', 'powerful', 'emotion', 'inspiration', 'positive', 'hope', 'success', 'presentation', 'pop', 'indie', 'motivation', 'corporate']
https://www.bensound.com/royalty-free-music/track/punky;['rock', 'fun', 'fast', 'uptempo', 'upbeat', 'positive', 'guitar', 'electric', 'pop', 'fresh', 'cool', 'modern', 'clap', 'claps', 'advertising', 'commercial', 'synth', 'energy', 'energetic', 'driving', 'riff', 'sport', 'speed', 'action', 'happy', 'cheerful', 'bright', 'kids', 'youth', 'advertising']
https://www.bensound.com/royalty-free-music/track/actionable;['rock', 'action', 'aggressive', 'violent', 'tough', 'strong', 'sport', 'extreme', 'rough', 'power', 'powerful', 'overdrive', 'intense', 'hard', 'electric', 'guitar', 'distortion', 'saturated', 'angry', 'violence']
https://www.bensound.com/royalty-free-music/track/little-planet;['world', 'ethnic', 'cinematic', 'soundtrack', 'arab', 'spiritual', 'zen', 'indian', 'vocals', 'wild', 'space', 'travel', 'oriental', 'african', 'new', 'age', 'nature', 'morocco', 'meditation', 'maghreb', 'landscape', 'soundcape', 'ecology', 'documentary', 'music']
https://www.bensound.com/royalty-free-music/track/groovy-hip-hop;['rap', 'hip', 'hop', 'scratch', 'urban', 'bad', 'boy', 'dancer', 'dance', 'breakdance', 'break', 'breakbeat', 'alternative']
https://www.bensound.com/royalty-free-music/track/new-dawn;['cinematic', 'ambient', 'soundscape', 'future', 'film', 'see', 'ocean', 'strings', 'emotional', 'slow', 'nature', 'space', 'wild', 'travel']
